,IND_diagonal_aec_alpha,IND_diagonal_aec_beta,IND_diagonal_aec_delta,IND_diagonal_aec_gamma1,IND_diagonal_aec_gamma2,IND_diagonal_aec_theta,IND_diagonal_dwpli_alpha,IND_diagonal_dwpli_beta,IND_diagonal_dwpli_delta,IND_diagonal_dwpli_gamma1,IND_diagonal_dwpli_gamma2,IND_diagonal_dwpli_theta,STD_diagonal_aec_alpha,STD_diagonal_aec_beta,STD_diagonal_aec_delta,STD_diagonal_aec_gamma1,STD_diagonal_aec_gamma2,STD_diagonal_aec_theta,STD_diagonal_dwpli_alpha,STD_diagonal_dwpli_beta,STD_diagonal_dwpli_delta,STD_diagonal_dwpli_gamma1,STD_diagonal_dwpli_gamma2,STD_diagonal_dwpli_theta
56,0.031194889,-0.013142472,-0.012327631,-0.032685224,-0.031950863,-0.032685201,-0.065435634,-0.032633715,-0.032690765,-0.030052393,-0.021311181,-0.029322009,0.104492878,-0.058286006,-0.061303624,-0.070584931,-0.030217863,-0.034348234,-0.036869544,-0.032641214,-0.032688186,-0.030722813,-0.021092265,-0.030054674
57,0.064204351,0.099393574,-0.020753449,-0.021444357,-0.024559874,-0.021444314,-0.036316673,-0.021431218,-0.021443424,-0.021292129,-0.012589215,-0.016039969,0.151838673,-0.078608538,0.008574708,-0.077637625,-0.022308399,0.019002953,-0.026673025,-0.021429915,-0.021443219,-0.021850079,-0.011876977,-0.017034877
58,0.101836525,-0.028277554,0.061803858,-0.062343205,-0.064132699,-0.062343124,-0.092165157,-0.06226515,-0.062349878,-0.059861179,-0.049652086,-0.057449886,0.153369107,-0.198710079,0.025666385,-0.104400873,-0.060343642,0.078490468,-0.070381365,-0.062274629,-0.062346476,-0.060735534,-0.047408837,-0.058648151
59,-0.043687651,0.020275459,0.106761364,-0.020774737,-0.02377577,-0.020774642,-0.061753959,-0.020799115,-0.020777646,-0.01828377,-0.007601474,-0.022711108,0.04599949,-0.066736108,0.054374476,-0.068163271,-0.024341877,0.100028387,-0.028273194,-0.020767501,-0.020778658,-0.019568389,-0.006194381,-0.023184815
60,0.055635197,0.042746766,0.061863053,-0.037334958,-0.03996776,-0.037334842,-0.058496553,-0.03731368,-0.037339197,-0.035325359,-0.020931821,-0.028581296,0.165600292,-0.108695137,-0.058621829,-0.064608485,-0.039097365,0.127162433,-0.041801927,-0.037292475,-0.037338928,-0.036541331,-0.020698665,-0.031361013
61,0.060224353,0.020232659,0.023378788,-0.009671817,-0.006628217,-0.009671736,-0.037504019,-0.009805812,-0.009670891,-0.010106993,0.005786792,-0.01097191,0.136477116,-0.181492584,-0.027477091,-0.069603538,-0.01087683,0.018088589,-0.016297882,-0.009706585,-0.009670712,-0.011767664,0.006148619,-0.012866766
62,0.074456609,-0.076668309,0.022571841,-0.031451631,-0.028931023,-0.031451576,-0.050900473,-0.031376751,-0.031459512,-0.030335956,-0.013794648,-0.03014983,0.160323794,-0.164549695,0.039220301,-0.127692253,-0.028634706,0.036917247,-0.037697981,-0.031382605,-0.031457803,-0.031505629,-0.010030685,-0.030462419
63,0.040607396,0.042434219,0.025126901,-0.01948303,-0.01674055,-0.019483024,-0.049696955,-0.019573581,-0.019486932,-0.018610826,-0.004575705,-0.020653549,0.16363362,-0.047043291,0.017100668,-0.108462299,-0.013586902,0.024108814,-0.028881879,-0.019498132,-0.019485111,-0.020361459,-0.004945843,-0.02026245
64,0.043902951,0.010829359,-0.010954132,-0.023518403,-0.02512051,-0.023518332,-0.079417803,-0.023562191,-0.023521401,-0.0206282,-0.007275349,-0.024301119,0.113760036,-0.186072371,0.034389604,-0.096592647,-0.028023755,0.064776299,-0.036681543,-0.023534897,-0.023519015,-0.022198424,-0.006632246,-0.026237268
65,0.085655285,0.016382809,0.090626252,-0.074482976,-0.075763097,-0.0744829,-0.096040433,-0.074471515,-0.074487487,-0.072481134,-0.054736642,-0.070612718,0.205074418,-0.115341202,9.62E-05,-0.150911456,-0.07559174,0.134327209,-0.084037919,-0.074450156,-0.07448539,-0.074529475,-0.055528985,-0.071824718
66,0.064458811,-0.057700169,-0.053054672,-0.030151203,-0.026337691,-0.030151104,-0.060818886,-0.030156517,-0.03015881,-0.02734514,-0.005240805,-0.038564664,0.08215352,-0.170534407,-0.088392761,-0.051920476,-0.02635349,-0.020066174,-0.035948876,-0.03014331,-0.030154126,-0.029001755,-0.001297992,-0.039243136
67,0.084966614,-0.022534302,0.049804722,-0.028113281,-0.028271667,-0.028113226,-0.058210358,-0.028120845,-0.028113475,-0.0265556,-0.015049899,-0.026021591,0.17913206,-0.129942141,0.01639623,-0.1145678,-0.027238034,0.126805353,-0.035962709,-0.028103666,-0.028113121,-0.02816563,-0.01671364,-0.027742613
68,-0.029900222,-0.069014394,-0.007141951,-0.035262455,-0.03466884,-0.035262397,-0.078260481,-0.03528513,-0.035267091,-0.033195012,-0.017208727,-0.031853128,0.043730698,-0.166475467,0.006424902,-0.177288389,-0.040614797,0.048202139,-0.044478112,-0.035254813,-0.03526504,-0.034688425,-0.017610609,-0.034708002
69,0.101950351,-0.00587185,0.084158959,-0.054118814,-0.052195942,-0.05411877,-0.088387842,-0.054037301,-0.054125358,-0.053871582,-0.044823393,-0.056921552,0.204131669,-0.076144885,-0.035107341,-0.119885206,-0.053338755,0.069359552,-0.062045468,-0.054048459,-0.054122742,-0.055613998,-0.045588356,-0.058645244
70,0.029826606,-0.005824553,-0.028040855,-0.033896896,-0.032892218,-0.033896844,-0.076184622,-0.034020516,-0.03389464,-0.030768712,-0.019659157,-0.030625538,0.00585889,-0.161023798,-0.077958092,-0.108483082,-0.027789412,-0.029482057,-0.04569641,-0.033931615,-0.033894172,-0.032931033,-0.017201639,-0.030449855
71,-0.033707008,-0.124092278,0.04356828,-0.05717888,-0.057327217,-0.057178798,-0.090524007,-0.057287033,-0.057180643,-0.056084721,-0.035360952,-0.056743264,0.065669627,-0.204382316,-0.013094233,-0.125333524,-0.059748663,0.000286916,-0.065822342,-0.057222901,-0.057180333,-0.058434482,-0.03405711,-0.057337105
72,0.101151125,0.046362806,0.060612381,-0.028155998,-0.028338112,-0.02815592,-0.058528183,-0.02813103,-0.028160348,-0.025834578,-0.001382719,-0.024254056,0.197936555,-0.062036947,0.070032602,-0.159526765,-0.032352394,0.066608785,-0.034842763,-0.02812329,-0.028160183,-0.028651613,0.002743018,-0.025846198
